,Rate,Votes,Duration,A_Severe,Approved,Passed,PG,F_No.Rate,N_Mild,Series,V_Mild,Predicted
2856,8.9,83524,30,0,0,0,0,0,1,1,1,7.695755896
2858,7.3,35785,123,0,0,0,0,0,0,0,0,6.43173389
2860,7,189060,88,1,0,0,0,0,0,0,1,6.88848324
2861,7.2,1749,43,0,0,0,0,0,1,1,0,7.468577546
2865,8.4,28435,22,0,0,0,0,0,0,1,0,7.50890199
2867,7.5,50427,30,0,0,0,0,0,1,1,0,7.518584358
2874,6.9,92464,129,0,0,0,0,0,0,0,0,6.563304656
2888,6.2,238029,109,0,0,0,0,0,1,0,0,6.717288666
2891,7.7,2163,50,0,0,0,0,0,1,1,1,7.606176502
2892,5.4,137384,95,0,0,0,0,0,1,0,0,6.472048336
2894,7.7,247155,141,0,0,0,0,0,1,0,0,6.84616087
2900,6.5,125857,117,0,0,0,0,0,1,0,0,6.525864578
2903,7.5,90626,128,0,0,0,0,0,0,0,0,6.556243204
2905,8.2,255093,121,0,0,1,0,0,1,0,1,8.328771722
2909,6.5,4215,30,0,0,0,0,0,1,1,1,7.54078611
2910,5.9,33883,98,0,1,0,0,0,0,0,1,7.198867382
2912,4.4,598,111,0,0,0,0,0,0,0,0,6.321338492
2914,7.4,53727,60,0,0,0,0,0,0,1,0,7.690182558
2925,6.6,6845,106,0,0,0,0,0,0,0,1,6.42869513
2926,7.4,190513,78,0,0,0,0,0,0,0,1,6.690422402
2931,8.8,4410,25,0,0,0,0,0,0,1,0,7.47236714
2933,6.9,6726,30,0,0,0,0,0,0,1,1,7.606742604
2935,7.5,181545,191,0,0,0,0,0,0,0,0,6.95250893
2936,6.2,82689,109,0,0,0,0,0,0,0,0,6.474804306
2939,8.4,28885,23,0,0,0,0,0,0,1,1,7.62575129
2941,6.1,65300,121,0,0,0,0,0,1,0,1,6.5339162
2945,7.5,40499,42,0,0,0,0,0,1,1,0,7.540825046
2950,5.1,43348,89,0,0,0,0,0,1,0,0,6.267481992
2952,7.3,223624,107,0,0,0,1,0,0,0,0,6.896751296
2954,5,21413,90,0,0,0,0,0,0,0,0,6.289141002
2956,8.7,32672,23,0,0,0,0,0,0,1,0,7.520651088
2960,7.5,458655,81,0,0,0,1,0,0,0,1,7.37828187
2968,7.2,22882,60,0,0,0,0,0,1,1,0,7.568861428
2969,6.8,21774,89,0,0,0,0,0,0,0,0,6.286376396
2971,7,306,45,0,0,0,0,1,0,1,0,7.145347924
2992,7.2,88443,140,1,0,0,0,0,0,0,0,6.759817622
2993,5.3,230200,110,0,0,0,0,0,0,0,0,6.7665108
3005,6.4,10002,120,0,0,0,0,0,0,0,1,6.483443908
3008,8,207415,99,0,0,0,0,0,0,0,0,6.68381891
3016,7.1,160723,107,0,0,0,0,0,1,0,0,6.559292742
3023,5.4,2919,30,0,0,0,0,0,0,1,1,7.599303726
3025,6.1,2855,50,0,0,0,0,0,1,1,0,7.49502867
3034,6.3,73727,86,0,0,0,0,0,1,0,0,6.316432558
3035,6.2,62203,109,0,0,0,0,0,0,0,0,6.434774662
3036,4.9,44085,89,0,0,0,0,0,1,0,0,6.26892209
3037,6.6,10137,91,0,0,0,0,0,0,0,0,6.270577698
3040,6.3,406,81,0,0,0,0,1,0,0,0,5.828463324
3045,8.2,26128,11,0,0,0,0,0,1,1,1,7.517674112
3046,7.1,105336,97,1,0,0,0,0,0,0,0,6.643616544
3055,8.4,43697,50,0,0,0,0,0,0,1,0,7.635883938
3056,7,144995,112,0,0,0,1,0,0,0,1,6.87296023
3062,7.9,49647,50,0,0,0,0,1,0,1,0,7.259110238
3064,3.1,1462,93,0,0,0,0,0,1,0,0,6.199516748
3065,7.2,7117,60,0,0,0,0,0,0,1,1,7.711606618
3067,7.1,7854,60,0,0,0,0,0,1,1,1,7.651996716
3069,5.1,19664,102,0,0,0,0,1,0,0,0,5.938963456
3071,5.6,166305,175,0,0,0,0,0,0,0,0,6.86720997
3074,7.3,51343,117,0,0,0,1,0,1,0,0,6.533764222
3076,8.1,24522,60,0,0,0,0,0,0,1,0,7.633115988
3082,6.5,127478,131,1,0,0,0,0,0,0,0,6.804862012
3083,7.1,17302,88,0,0,0,0,0,1,0,0,6.213118108
3093,7.4,56671,115,0,0,0,1,0,1,0,0,6.537235134
3094,8.1,1861,42,0,0,0,0,0,0,1,0,7.526376394
3097,7.3,160308,79,0,0,0,0,0,0,0,1,6.634871832
3107,7.2,1847,90,0,0,0,0,1,0,1,0,7.304509038
3113,8.2,8343,21,0,0,0,0,0,0,1,1,7.578672222
3115,7.5,20516,42,0,0,0,0,0,0,1,1,7.675328264
3120,4.9,78810,91,0,0,0,1,0,1,0,1,6.60971474
3121,6.3,34875,95,0,0,0,1,0,1,0,1,6.53774575
3124,6.9,31905,46,0,0,0,0,0,0,1,1,7.71146237
3128,5.3,45415,93,0,0,0,0,0,0,0,0,6.34645091
3134,4.8,11784,95,0,0,0,0,0,0,0,0,6.287675936
3136,6.5,7458,60,0,0,0,0,1,0,1,0,7.211372932
3138,6.8,339671,99,0,0,0,0,0,1,0,1,6.993697134
3142,8,174733,124,0,0,0,0,0,0,0,0,6.706708282
3144,4.4,37594,106,0,0,0,0,0,1,0,1,6.427728676
3146,6.9,81318,119,0,0,0,0,0,0,0,0,6.506825372
3156,6.6,31266,102,0,0,0,0,0,1,0,0,6.288983764
3158,7.2,149357,97,0,0,0,0,0,1,0,0,6.502383578
3166,7.5,3108,45,0,0,0,0,0,0,1,0,7.539223032
3172,6.1,73885,117,0,0,0,0,0,0,0,0,6.48536129
3173,7.5,174110,113,0,0,0,0,0,1,0,1,6.71877094
3175,6.2,41820,92,0,0,0,0,0,0,0,0,6.33595628
3179,6.5,122648,96,0,0,0,0,0,1,0,1,6.559224192
3185,7.8,9673,60,0,0,0,0,0,1,1,0,7.543051042
3186,8,32110,30,0,0,0,0,0,0,1,0,7.54384294
3193,7.8,13258,22,0,0,0,0,0,0,1,1,7.591746132
3206,7,108503,113,0,0,0,0,0,1,0,0,6.478074862
3211,7.2,56857,139,0,0,0,1,0,1,0,0,6.620878578
3213,8.6,3932,148,0,0,0,0,1,0,0,0,6.067843128
3216,4.8,50596,88,0,0,0,0,0,1,0,0,6.278174584
3217,6.4,207656,93,0,0,0,0,0,1,0,1,6.714919824
3218,8.4,172210,161,0,0,0,0,0,0,0,1,6.94266834
3221,7.3,21837,102,0,0,0,1,0,0,0,1,6.597609498
3225,7.1,5779,45,0,0,0,0,1,0,1,0,7.156042166
3226,8,91456,135,0,0,0,0,0,1,0,1,6.633605024
3231,7.4,14679,22,0,0,0,0,1,0,1,1,7.206122766
3232,8.3,3788,30,0,0,0,0,1,0,1,0,7.100101752
3237,5.9,141974,91,0,0,0,0,0,1,0,0,6.467137196
3240,7.1,36155,128,0,0,0,0,0,0,0,1,6.56230687
3246,6.3,190,110,0,0,0,0,1,0,0,0,5.92867126
3249,7.4,1975,60,0,0,0,0,1,0,1,0,7.20065915
3256,6.4,12471,93,0,0,0,0,0,1,0,0,6.221028334
3258,8.2,9743,46,0,0,0,0,0,1,1,1,7.607107822
3261,5.6,59310,94,0,0,0,1,0,0,0,1,6.64307174
3268,4.5,50805,89,0,0,0,0,0,0,0,0,6.34310297
3271,8.6,82789,50,1,0,0,0,0,0,1,0,7.878469706
3272,6.2,5870,105,0,0,0,0,0,0,0,0,6.31081998
3273,7.2,117353,94,0,0,0,0,0,0,0,1,6.602987762
3274,7.4,24500,88,0,0,0,0,0,0,0,0,6.288233
3275,6.9,70841,112,0,0,0,0,0,0,0,0,6.462063314
3278,7.2,32599,107,0,0,0,0,0,0,0,0,6.369988446
3283,7.8,13337,50,0,0,0,0,0,1,1,1,7.628010498
3284,5.2,51855,100,0,0,0,0,0,0,0,0,6.38332467
3285,7.9,12934,30,0,0,0,0,0,0,1,1,7.618873036
3286,4.9,8038,116,0,0,0,0,0,0,0,0,6.353226252
3288,5.5,95306,116,0,0,0,0,0,0,0,1,6.636247924
3292,7.1,116641,116,0,0,0,0,0,1,0,0,6.504386514
3294,7.4,5809,29,0,0,0,0,0,1,1,0,7.427930786
3295,7.2,230706,111,0,0,0,0,0,1,0,0,6.709919524
3296,6.7,38655,116,0,0,0,0,0,0,0,1,6.52555187
3299,7.2,52854,110,0,0,0,0,0,0,0,0,6.419976716
3303,8.2,176018,96,0,0,0,0,0,0,0,1,6.724559172
3304,7.1,38373,46,0,0,0,0,0,0,1,0,7.611600842
3307,4.2,30684,87,0,0,0,0,1,0,0,0,5.908446536
3312,7.4,10966,45,0,0,0,0,0,1,1,1,7.606027564
3320,5.6,114014,95,0,0,0,0,0,1,0,0,6.426383356
3324,6.4,53794,114,0,0,0,0,0,0,0,0,6.435693476
3330,6.5,71727,104,0,0,0,1,0,1,0,1,6.640984558
3336,7,97684,105,0,0,0,0,0,0,0,0,6.490224536
3338,7.6,9495,13,0,0,0,0,1,0,0,0,5.61026323
3341,7.1,61303,97,0,0,0,1,0,1,0,0,6.483826062
3344,6,52635,109,0,0,0,0,0,1,0,0,6.35502879
3346,7,34344,97,0,0,0,1,0,0,0,1,6.604698176
3356,7.7,148948,135,0,0,0,0,0,0,0,0,6.694494392
3361,6.4,290362,83,0,0,0,0,0,0,0,1,6.902877348
3365,7.7,7915,45,0,0,0,0,1,0,1,0,7.16021591
3366,6.6,63503,104,0,0,0,1,0,0,0,1,6.685964862
3375,5.5,5308,91,0,0,0,0,0,1,0,0,6.200091832
3382,6,321,83,0,0,0,0,0,0,0,0,6.223637234
3383,5.8,17873,87,0,0,0,0,0,0,0,0,6.271813842
3387,5.7,30594,98,0,0,0,0,0,0,0,0,6.334840676
3388,5.3,10488,84,0,0,0,0,0,0,0,0,6.246973552
3393,7.2,34979,91,0,1,0,0,0,1,0,0,7.003168966
3399,6.1,56120,108,0,0,0,0,0,0,0,0,6.41941848
3400,7.3,11937,60,0,0,0,0,1,0,1,0,7.220124898
3402,5.6,135111,117,0,0,0,0,0,1,0,0,6.543946894
3404,7,6861,48,0,0,0,0,0,0,1,0,7.556966394
3405,7.3,27951,60,0,0,0,0,0,1,1,1,7.691266254
3408,9.2,8649,164,0,0,0,0,1,0,0,0,6.132580146
3409,3.5,68660,88,0,0,0,0,0,0,0,0,6.37452164
3410,7.5,16612,50,0,0,0,0,1,0,1,0,7.194559848
3411,8,80451,103,0,0,0,0,0,0,0,1,6.562111254
3412,7,44999,108,0,0,0,0,0,1,0,1,6.449138046
3413,8,8187,18,0,0,0,0,1,0,1,0,7.067057398
3417,5.6,9730,92,0,0,0,0,1,1,0,1,5.93630242
3419,7.7,3957,12,0,0,0,0,0,1,1,0,7.365321978
3422,6.6,125115,127,0,0,0,0,0,0,0,0,6.62016471
3427,7,105929,113,0,0,0,0,0,1,0,1,6.585545266
3430,4.5,76717,146,0,0,0,0,0,0,0,0,6.591525018
3432,7.4,149572,104,0,0,0,0,0,0,0,0,6.588143688
3433,7.2,36911,98,0,0,0,0,0,1,0,0,6.286134094
3438,6.5,25843,107,0,0,0,0,0,1,0,1,6.408237222
3440,7.4,318971,107,0,0,0,0,0,0,0,0,6.929559334
3444,6.9,43105,119,0,0,0,0,0,0,0,0,6.43215717
3446,7.4,85672,123,0,0,0,0,0,0,0,1,6.641713088
3450,6.4,43944,98,0,0,0,0,0,1,0,0,6.299876576
3454,5.2,89100,107,0,0,0,0,0,1,0,0,6.4193414
3461,4.7,5438,101,0,0,0,0,0,0,0,0,6.296095852
3462,6,131828,90,0,0,0,0,0,1,0,0,6.443841912
3463,5.6,111681,111,0,0,0,0,0,0,0,0,6.538394674
3464,7.7,41398,11,0,0,0,0,0,0,1,0,7.496061692
3466,6.6,85124,141,0,0,0,0,0,1,0,0,6.529552296
3469,6.9,128,93,0,0,0,0,0,1,0,0,6.196910112
3470,8.4,17543,63,0,0,0,0,0,1,1,0,7.568839022
3475,5.2,66200,96,0,0,0,0,0,1,0,0,6.3364248
3476,8.1,131430,130,0,1,0,0,0,0,0,1,7.50051422
3477,5.2,29360,85,0,0,0,0,0,0,0,0,6.28731944
3481,5.7,23109,105,1,0,0,0,0,1,0,1,6.562154986
3483,6.5,115430,97,0,0,0,0,0,0,0,0,6.49714022
3484,5.2,29093,101,1,0,0,0,0,0,0,0,6.508517722
3485,5.1,61188,119,0,0,0,0,0,0,0,0,6.467491352
3487,7.5,174970,160,0,0,0,0,0,1,0,0,6.77104138
3488,7.3,33212,94,0,0,0,0,0,1,0,0,6.265026248
3489,7.4,4400,33,0,0,0,0,0,1,1,0,7.4390576
3490,5.3,3077,107,0,0,0,0,0,0,0,0,6.312302458
3493,8.1,99578,145,0,0,0,0,0,1,0,0,6.571675412
3496,7.3,86234,100,0,0,0,0,0,1,0,0,6.389451236
3498,7.8,19092,189,0,0,0,0,0,0,0,1,6.740635768
3505,7.2,249055,110,0,0,0,0,0,0,0,0,6.80335347
3507,4.6,10616,40,0,0,0,0,0,0,1,0,7.536543664
3508,6.3,46936,124,0,0,0,0,0,0,0,0,6.456992944
3514,7.5,8946,30,0,0,0,0,0,0,1,0,7.498580484
3518,6.2,24336,101,0,0,0,0,0,0,0,0,6.333022544
3519,6,100005,106,0,0,0,0,0,0,0,0,6.49822977
3520,6.2,570,27,0,0,0,0,1,0,1,0,7.08340378
3521,5.9,73267,90,0,0,0,0,0,0,0,0,6.390463718
3525,7.3,44214,116,0,0,0,0,0,0,0,0,6.423914156
3527,8.2,6001,60,0,0,0,0,1,0,1,0,7.208525954
3530,6.2,62922,119,0,0,0,0,0,1,0,0,6.409829588
3531,6.5,32481,111,0,0,0,0,0,1,0,1,6.435087874
3532,7.3,177872,85,0,0,0,1,0,0,0,1,6.843511888
3533,6.8,106129,99,0,0,0,0,0,0,0,0,6.485906066
3535,7,224637,92,0,0,0,0,0,0,0,0,6.693180698
3539,6.3,6759,95,0,0,0,0,0,0,0,1,6.390357086
3550,5.9,4051,85,0,0,0,0,1,0,0,0,5.849465654
3551,4.6,66314,75,0,0,0,0,0,1,0,1,6.376277556
3552,6.8,6709,30,0,0,0,0,0,1,1,0,7.433159386
3555,7.1,219389,123,0,0,0,0,0,0,0,1,6.902996106
3556,7.7,118985,101,0,0,0,0,0,0,0,0,6.51796669
3559,5.3,35105,88,0,0,0,0,0,0,0,0,6.30895517
3560,5.4,39471,106,0,0,0,1,0,0,0,1,6.645946334
3561,4.7,8455,84,0,0,0,0,0,1,0,0,6.18195107
3564,6.4,167799,101,1,0,0,0,0,0,0,0,6.779549246
3570,2.4,103889,86,0,0,0,0,0,0,0,0,6.436419106
3582,8.5,6769,60,0,0,0,0,0,0,1,1,7.710926626
3585,8,181348,86,0,0,0,1,0,0,0,1,6.853773992
3587,6.4,106678,92,0,0,0,0,0,0,0,1,6.575188812
3592,6.6,99336,97,0,0,0,0,0,1,0,1,6.517142544
3597,4.1,492,90,0,0,0,0,1,0,0,0,5.859861368
3598,6,233119,103,0,0,0,0,0,1,0,1,6.799374526
3601,6.5,351611,115,0,0,0,0,0,1,0,0,6.960047894
3602,8.8,6912,30,0,0,0,0,0,1,1,0,7.433556048
3605,6.4,44817,91,0,0,0,0,0,0,0,0,6.338342418
3607,5.8,73082,91,0,0,0,0,0,1,0,0,6.332522228
3609,7.1,235251,121,0,0,0,0,0,0,0,0,6.814550454
3610,6.2,54670,125,0,0,0,0,0,1,0,0,6.41452518
3612,7.3,107432,116,0,0,0,0,0,0,0,0,6.547442128
3613,6.9,6086,50,1,0,0,0,0,0,1,1,7.841092044
3618,7,30366,108,0,0,0,0,0,1,0,0,6.308045164
3620,7.5,7790,113,0,0,1,0,0,0,0,0,7.76633166
3621,7,79162,124,0,0,0,0,0,1,0,0,6.458912548
3627,5.5,74855,92,0,0,0,1,0,1,0,1,6.60545667
3631,4.7,477,109,0,0,0,0,1,0,0,0,5.925762058
3634,4.4,13313,97,0,0,0,0,0,0,0,0,6.297603602
3635,6.2,131577,97,0,0,0,1,0,1,0,0,6.621141458
3640,6.5,92188,96,0,0,0,1,0,0,0,0,6.601755352
3642,6.6,10434,30,0,0,0,0,0,1,1,0,7.440438036
3647,6.6,33550,40,0,0,0,0,0,1,1,1,7.6328067
3651,6.4,43143,95,0,0,0,0,0,0,0,0,6.348951422
3654,6.2,4365,9,0,0,0,0,0,0,1,0,7.41675921
3657,6.4,17549,91,0,0,0,0,0,0,0,0,6.285060746
3660,7.3,338,130,0,0,0,0,1,0,0,0,5.998360452
3670,6.7,141825,109,1,0,0,0,0,0,0,0,6.75655605
3677,4.8,46822,119,0,0,0,0,0,0,0,0,6.439420188
3680,5.9,118683,118,0,0,0,0,0,0,0,0,6.576366582
3683,7.7,25825,27,1,0,0,0,0,0,1,0,7.68735205
3685,7.3,146609,121,0,0,0,0,0,0,0,0,6.641343986
3686,5.7,3478,116,0,0,0,0,1,1,0,0,5.894866012
3689,7.3,138551,104,0,0,0,1,0,0,0,1,6.832608654
3697,7.2,79641,96,0,0,0,0,0,1,0,0,6.362688514
3699,7.4,26702,60,0,0,0,0,0,1,1,0,7.576325708
3704,7.3,84448,113,0,0,0,0,0,0,0,0,6.492121392
3707,5.9,75925,123,0,0,0,0,0,0,0,1,6.62266745
3713,8,12777,60,0,0,0,0,0,1,1,0,7.549116258
3714,7.3,1106,72,0,0,0,0,1,0,0,0,5.798601124
3716,7.8,4103,30,0,0,0,0,0,1,1,0,7.428067262
3727,6.6,2788,60,1,0,0,0,0,0,1,0,7.756847752
3732,7.3,2324,70,0,0,0,0,1,0,1,0,7.236041096
3736,6.4,9074,60,0,0,0,0,1,0,1,0,7.214530596
3743,3.1,155,60,0,0,0,0,1,0,1,0,7.19710287
3744,7.2,52896,100,0,0,0,0,0,1,0,0,6.324308784
3749,8.1,152766,121,0,0,0,0,0,1,0,1,6.704824764
3750,5.2,60219,97,0,0,0,0,0,1,0,0,6.328207926
3754,7.7,16620,42,0,0,0,0,0,1,1,0,7.49416548
3757,8.5,45989,58,1,0,0,0,0,0,1,0,7.834322506
3758,6.9,83898,132,0,0,0,0,0,0,0,0,6.556976692
3759,8.3,13306,58,0,0,0,0,0,0,1,0,7.604259924
3760,6.7,100949,167,0,0,0,0,0,0,0,0,6.711744346
3762,7.7,3829,60,0,0,0,0,1,0,1,0,7.204281866
3766,5.7,7328,90,0,0,0,0,0,1,0,0,6.200568912
3767,6.9,216940,90,0,0,0,1,0,0,0,1,6.93720076
3768,5.4,51569,101,0,0,0,0,0,1,0,0,6.325185826
3771,6.3,24525,103,0,0,0,0,0,0,0,0,6.34033185
3777,7.3,213346,88,0,0,0,0,0,0,0,1,6.769738084
3778,6.3,31676,102,0,0,0,0,0,1,0,0,6.289784904
3779,7.9,181233,87,0,0,0,0,0,0,0,0,6.591019282
3782,6.5,201807,150,0,0,0,1,0,0,0,0,7.003330878
3786,5.5,110201,100,0,0,0,0,0,1,0,0,6.436282754
3787,6.4,35174,30,0,0,0,0,0,1,1,1,7.601279996
3789,6.3,17724,95,0,0,0,0,0,1,0,0,6.238232696
3795,7.1,32093,120,0,0,0,0,0,0,0,0,6.414109722
3800,5.5,12568,97,0,0,0,0,0,1,0,0,6.235097872
3802,7.1,38672,148,0,0,0,0,0,0,0,0,6.524125088
3803,6.6,12887,30,0,0,0,0,1,0,1,0,7.117881198
3804,6,121826,96,0,0,0,0,0,0,0,1,6.618668004
3805,4.6,5077,115,0,0,0,0,0,1,0,0,6.282920458
3812,7.7,232616,125,0,0,0,0,0,1,0,0,6.762231664
3816,6.2,90723,89,0,0,0,0,0,0,0,0,6.421102742
3817,7.5,60323,114,0,0,0,1,0,0,0,1,6.714451142
3819,7.6,303622,122,1,0,0,0,0,0,0,0,7.117817388
3820,7.2,27569,120,0,0,0,0,0,1,0,1,6.456719826
3821,7.6,10190,45,0,0,0,0,0,1,1,1,7.60451126
3826,6,17759,81,0,0,0,0,0,0,0,0,6.250771086
3830,5,18032,92,0,0,0,1,0,1,0,1,6.494424528
3831,6.4,24086,30,0,0,0,0,0,0,1,0,7.528164044
3833,7,18234,30,0,0,0,0,0,1,1,0,7.455679236
3835,6.1,13074,78,0,0,0,0,0,0,0,0,6.231206596
3839,4.9,8064,94,0,0,0,0,0,0,0,1,6.389437056
3840,8.6,11537,60,0,0,0,0,0,0,1,0,7.607743298
3846,7.1,231880,109,0,0,0,0,0,0,0,0,6.76632352
3848,7.7,1345,90,0,0,0,0,1,0,1,0,7.30352813
3849,8.1,52354,104,0,0,0,0,0,0,0,0,6.398179716
3851,5.8,303010,100,0,0,0,0,0,0,0,0,6.87408154
3852,7.6,15628,60,1,0,0,0,0,0,1,0,7.781937112
3856,6.5,86059,109,0,0,0,0,0,0,0,1,6.593889286
3859,7.9,29072,30,0,0,0,0,0,0,1,1,7.650406688
3866,6.7,124490,119,0,0,0,0,0,0,0,0,6.59118346
3867,6.5,65122,102,0,0,0,0,0,1,0,0,6.355138388
3871,6.8,7515,143,0,0,0,0,0,0,0,0,6.44589431
3876,6.2,44930,92,0,0,0,0,0,1,0,0,6.28098322
3877,6.7,96463,103,0,0,0,1,0,1,0,0,6.573348702
3878,6.3,26080,114,0,0,0,1,0,0,0,1,6.64754032
3880,8.3,37344,104,0,0,0,0,0,1,0,0,6.307800176
3882,7,55319,88,0,0,0,1,0,1,0,0,6.440903326
3883,5.3,23076,119,0,0,0,0,0,0,0,0,6.393020504
3885,7,5264,46,0,0,0,0,1,0,1,0,7.158505856
3887,6.3,54035,99,0,0,0,0,0,1,0,0,6.32306439
3890,7.1,66401,101,0,0,0,0,0,0,0,0,6.415217554
3895,5.8,50067,95,0,0,0,0,0,0,0,0,6.362480918
3899,6.8,14642,105,0,0,0,0,0,0,0,0,6.327960468
3901,6.6,121865,130,0,0,0,0,0,1,0,0,6.56317421
3903,7.3,56565,115,0,0,0,0,0,1,0,0,6.38352801
3906,7.9,297304,109,0,0,0,0,0,0,0,0,6.894162016
3907,6.6,74061,130,0,0,0,0,0,0,0,0,6.530815194
3908,6.8,51053,101,0,0,0,0,0,1,0,1,6.436677562
3911,5.5,11263,111,0,0,0,0,0,0,0,1,6.454677902
3913,6.3,164781,108,0,0,0,0,0,0,0,0,6.631742074
3922,5,43679,89,0,0,0,0,0,0,0,0,6.329178766
3926,8,60963,108,0,0,0,0,0,0,0,1,6.541381702
3927,7.8,7612,45,0,0,0,0,1,0,1,0,7.159623848
3928,7.5,115487,104,0,0,0,1,0,0,0,1,6.787541598
3933,6.7,33533,86,0,0,0,0,0,0,0,0,6.298943482
3934,5.7,36072,90,0,0,0,0,0,0,0,1,6.430284688
3941,4.4,28643,93,0,0,0,0,0,0,0,0,6.313678422
3943,6.7,7383,60,0,0,0,0,0,0,1,0,7.599626382
3944,7.3,105614,95,0,0,0,1,0,0,0,1,6.737019756
3947,3,16444,92,0,0,0,0,0,0,0,0,6.286371576
3954,5.7,2221,107,0,0,0,1,0,0,0,0,6.464129834
3960,5.4,39075,106,0,0,0,0,0,0,0,1,6.49167255
3961,8.8,1571,106,0,0,0,0,0,0,0,0,6.305889734
3962,6.3,298106,97,1,0,0,0,0,0,0,1,7.132789124
3966,8.1,4064,70,0,0,0,0,0,0,1,1,7.740341056
3967,6,71302,135,0,0,0,1,0,0,0,1,6.808774108
3970,7.3,3744,60,0,0,0,0,0,0,1,0,7.592515776
3976,4.8,64245,95,0,0,0,0,0,0,0,0,6.39018473
3978,6,77700,125,0,0,0,0,0,1,0,0,6.4595258
3983,7.8,58858,129,0,0,0,0,0,0,0,0,6.497638532
3984,6.9,80782,105,0,0,0,0,0,1,0,0,6.396148028
3987,7.4,23841,135,0,0,0,0,0,0,0,0,6.450035314
3989,4.2,15950,81,0,0,0,0,0,0,0,0,6.2472363
3990,6.1,12406,100,0,0,0,1,0,1,0,0,6.398691324
3991,5.4,14231,86,0,0,0,0,0,1,0,1,6.312677374
3999,7.5,55261,97,1,0,0,0,0,1,0,0,6.484719994
4001,6.9,20291,115,0,0,0,0,0,0,0,1,6.486198614
4003,6.6,120562,102,0,0,0,0,0,0,0,0,6.524518148
4004,6.5,161678,132,0,0,0,0,0,1,0,1,6.760408812
4006,7.5,46003,137,0,0,0,0,0,0,0,1,6.612779862
4008,8.5,52390,24,0,0,0,0,0,0,1,0,7.56265006
4010,6.8,181885,99,0,0,0,1,0,0,0,0,6.78743329
4016,5.8,132645,95,0,0,0,0,0,0,0,0,6.52383833
4021,7,66024,99,0,0,0,1,0,0,0,1,6.673540896
4024,8.3,4851,60,0,0,0,0,0,1,1,0,7.533628854
4027,5.4,5020,22,0,0,0,0,0,1,1,1,7.51459908
4034,5.5,57908,110,0,0,0,0,0,0,0,0,6.429852232
4036,7.6,231052,124,0,0,0,0,0,0,0,0,6.816755608
4037,8.6,49571,133,0,0,0,0,0,0,0,0,6.493371734
4038,6.4,81820,117,0,0,0,1,0,0,0,1,6.76686628
4047,5.2,70890,130,0,0,0,0,0,1,0,1,6.57606906
4055,6.9,112013,101,0,0,0,0,0,0,0,0,6.504343402
4056,6.9,19730,117,0,0,0,0,0,1,0,0,6.31849242
4061,6.2,65804,116,0,0,0,0,0,1,0,1,6.517551016
4062,7.7,323825,113,0,0,0,0,0,0,0,1,7.07236405
4063,5.9,113055,125,0,0,0,0,0,0,0,0,6.58965947
4065,7.6,363166,110,0,0,0,0,0,1,0,1,7.077776364
4066,7.7,186497,115,0,0,0,0,0,0,0,0,6.698465138
4072,6.7,3906,44,1,0,0,0,0,0,1,0,7.703512324
4075,8.5,24671,22,0,0,0,0,0,0,1,0,7.501547134
4077,7.2,87614,121,0,0,0,0,0,1,0,1,6.577517756
4079,4.1,145,2,0,0,0,0,1,0,1,0,6.99582333
4080,6.8,63669,119,0,0,0,0,0,0,0,1,6.584839226
4083,7.2,15125,77,0,0,0,0,0,0,0,0,6.23174425
4087,4.8,60537,103,0,0,0,0,0,1,0,0,6.349649298
4088,6.1,31840,116,0,0,0,1,0,0,0,1,6.66573536
4091,4.6,32645,96,0,0,0,0,0,1,0,0,6.27085833
4093,7.5,51142,43,0,0,0,0,0,1,1,0,7.565091468
4094,6.9,69283,106,0,0,0,0,0,0,0,1,6.550698982
4099,7.5,231,60,0,0,0,0,1,0,0,0,5.755251374
4101,6.5,10096,101,0,0,0,0,1,0,0,0,5.916797584
4103,7.7,447254,108,0,0,0,0,0,1,0,0,7.122644316
4107,6.3,4842,22,0,0,0,0,0,0,1,0,7.462801268
4109,6.6,166846,117,0,0,0,0,0,1,0,0,6.605957084
4112,7,76551,102,0,0,0,0,0,1,0,1,6.489970654
4113,5.2,64885,100,0,0,0,1,0,0,0,1,6.67478529
4114,6.7,16131,90,0,0,0,0,1,0,1,0,7.332419974
4119,6.3,704,94,0,0,0,0,0,1,0,1,6.314005616
4122,6.9,861,119,0,0,0,0,0,0,0,0,6.349612394
4128,5.5,196120,113,0,0,0,0,0,0,0,1,6.82282848
4129,7.4,132,24,0,0,0,0,1,0,1,0,7.072137928
4139,8.4,3229,60,0,0,0,0,1,0,1,0,7.203109466
4140,6.6,62518,112,0,0,0,0,0,1,0,0,6.384750172
4142,6.8,2219,60,0,0,0,0,1,0,1,0,7.201135926
4144,6.4,178555,95,0,0,0,0,0,0,0,0,6.61354647
4146,3.3,69,75,0,0,0,0,1,0,0,0,5.806984826
4147,5.5,81811,97,0,0,0,0,0,1,0,0,6.370398694
4148,7.9,3204,45,0,0,0,0,0,1,1,1,7.590860616
4157,8.1,25963,103,0,0,0,1,0,0,0,1,6.609141702
4160,5.5,14195,94,0,0,0,0,0,1,0,1,6.34036703
4162,8.3,14823,60,0,0,0,0,0,1,1,1,7.665614142
4163,6.4,49598,111,0,0,0,0,0,0,0,0,6.417084492
4168,6.2,11567,90,0,0,0,0,0,1,0,0,6.208851918
4169,7,138695,134,0,0,0,0,0,1,0,0,6.60994003
